,毕业去向,就业去向,就业状态,就业类型描述,单位注册地区,单位性质,薪酬范围
1836,待就业,未就业,0,未就业,,未就业,0
1837,待就业,未就业,0,未就业,,未就业,0
1838,待就业,未就业,0,未就业,,未就业,0
1839,待就业,未就业,0,未就业,,未就业,0
1840,待就业,未就业,0,未就业,,未就业,0
1841,待就业,未就业,0,未就业,,未就业,0
1842,待就业,未就业,0,未就业,,未就业,0
1843,待就业,未就业,0,未就业,,未就业,0
1844,待就业,未就业,0,未就业,,未就业,0
1845,待就业,未就业,0,未就业,,未就业,0
1846,待就业,未就业,0,未就业,,未就业,0
1847,待就业,未就业,0,未就业,,未就业,0
1848,待就业,未就业,0,未就业,,未就业,0
1849,待就业,未就业,0,未就业,,未就业,0
1850,待就业,未就业,0,未就业,,未就业,0
1851,待就业,未就业,0,未就业,,未就业,0
1852,待就业,未就业,0,未就业,,未就业,0
1853,待就业,未就业,0,未就业,,未就业,0
1854,待就业,未就业,0,未就业,,未就业,0
1855,待就业,未就业,0,未就业,,未就业,0
1856,待就业,未就业,0,未就业,,未就业,0
1857,待就业,未就业,0,未就业,,未就业,0
1858,待就业,未就业,0,未就业,,未就业,0
1859,待就业,未就业,0,未就业,,未就业,0
1860,待就业,未就业,0,未就业,,未就业,0
1861,待就业,未就业,0,未就业,,未就业,0
1862,待就业,未就业,0,未就业,,未就业,0
1863,待就业,未就业,0,未就业,,未就业,0
1864,待就业,未就业,0,未就业,,未就业,0
1865,待就业,未就业,0,未就业,,未就业,0
1866,待就业,未就业,0,未就业,,未就业,0
1867,待就业,未就业,0,未就业,,未就业,0
1868,待就业,未就业,0,未就业,,未就业,0
1869,待就业,未就业,0,未就业,,未就业,0
1870,待就业,未就业,0,未就业,,未就业,0
1871,待就业,未就业,0,未就业,,未就业,0
1872,待就业,未就业,0,未就业,,未就业,0
1873,待就业,未就业,0,未就业,,未就业,0
1874,待就业,未就业,0,未就业,,未就业,0
1875,待就业,未就业,0,未就业,,未就业,0
1876,待就业,未就业,0,未就业,,未就业,0
1877,待就业,未就业,0,未就业,,未就业,0
1878,待就业,未就业,0,未就业,,未就业,0
1879,待就业,未就业,0,未就业,,未就业,0
1880,待就业,未就业,0,未就业,,未就业,0
1881,待就业,未就业,0,未就业,,未就业,0
1882,待就业,未就业,0,未就业,,未就业,0
1883,待就业,未就业,0,未就业,,未就业,0
1884,待就业,未就业,0,未就业,,未就业,0
1885,待就业,未就业,0,未就业,,未就业,0
1886,待就业,未就业,0,未就业,,未就业,0
1887,待就业,未就业,0,未就业,,未就业,0
1888,待就业,未就业,0,未就业,,未就业,0
1889,待就业,未就业,0,未就业,,未就业,0
1890,待就业,未就业,0,未就业,,未就业,0
1891,待就业,未就业,0,未就业,,未就业,0
1892,待就业,未就业,0,未就业,,未就业,0
1893,待就业,未就业,0,未就业,,未就业,0
1894,待就业,未就业,0,未就业,,未就业,0
1895,待就业,未就业,0,未就业,,未就业,0
1896,待就业,未就业,0,未就业,,未就业,0
1897,待就业,未就业,0,未就业,,未就业,0
1898,待就业,未就业,0,未就业,,未就业,0
1899,待就业,未就业,0,未就业,,未就业,0
1900,待就业,未就业,0,未就业,,未就业,0
1901,待就业,未就业,0,未就业,,未就业,0
1902,待就业,未就业,0,未就业,,未就业,0
1903,待就业,未就业,0,未就业,,未就业,0
1904,待就业,未就业,0,未就业,,未就业,0
1905,待就业,未就业,0,未就业,,未就业,0
1906,待就业,未就业,0,未就业,,未就业,0
1907,待就业,未就业,0,未就业,,未就业,0
1908,待就业,未就业,0,未就业,,未就业,0
1909,待就业,未就业,0,未就业,,未就业,0
1910,待就业,未就业,0,未就业,,未就业,0
1911,待就业,未就业,0,未就业,,未就业,0
1912,待就业,未就业,0,未就业,,未就业,0
1913,待就业,未就业,0,未就业,,未就业,0
1914,待就业,未就业,0,未就业,,未就业,0
1915,待就业,未就业,0,未就业,,未就业,0
1916,待就业,未就业,0,未就业,,未就业,0
1917,待就业,未就业,0,未就业,,未就业,0
1918,待就业,未就业,0,未就业,,未就业,0
1919,待就业,未就业,0,未就业,,未就业,0
1920,待就业,未就业,0,未就业,,未就业,0
1921,待就业,未就业,0,未就业,,未就业,0
1922,待就业,未就业,0,未就业,,未就业,0
1923,待就业,未就业,0,未就业,,未就业,0
1924,待就业,未就业,0,未就业,,未就业,0
1925,待就业,未就业,0,未就业,,未就业,0
1926,待就业,未就业,0,未就业,,未就业,0
1927,待就业,未就业,0,未就业,,未就业,0
1928,待就业,未就业,0,未就业,,未就业,0
1929,待就业,未就业,0,未就业,,未就业,0
1930,待就业,未就业,0,未就业,,未就业,0
1931,待就业,未就业,0,未就业,,未就业,0
1932,待就业,未就业,0,未就业,,未就业,0
1933,待就业,未就业,0,未就业,,未就业,0
1934,待就业,未就业,0,未就业,,未就业,0
1935,待就业,未就业,0,未就业,,未就业,0
1936,待就业,未就业,0,未就业,,未就业,0
1937,待就业,未就业,0,未就业,,未就业,0
1938,待就业,未就业,0,未就业,,未就业,0
1939,待就业,未就业,0,未就业,,未就业,0
1940,待就业,未就业,0,未就业,,未就业,0
1941,待就业,未就业,0,未就业,,未就业,0
1942,待就业,未就业,0,未就业,,未就业,0
1943,待就业,未就业,0,未就业,,未就业,0
1944,待就业,未就业,0,未就业,,未就业,0
1945,待就业,未就业,0,未就业,,未就业,0
1946,待就业,未就业,0,未就业,,未就业,0
1947,待就业,未就业,0,未就业,,未就业,0
1948,待就业,未就业,0,未就业,,未就业,0
1949,待就业,未就业,0,未就业,,未就业,0
1950,待就业,未就业,0,未就业,,未就业,0
1951,待就业,未就业,0,未就业,,未就业,0
1952,待就业,未就业,0,未就业,,未就业,0
1953,待就业,未就业,0,未就业,,未就业,0
1954,待就业,未就业,0,未就业,,未就业,0
1955,待就业,未就业,0,未就业,,未就业,0
1956,待就业,未就业,0,未就业,,未就业,0
1957,待就业,未就业,0,未就业,,未就业,0
1958,待就业,未就业,0,未就业,,未就业,0
1959,待就业,未就业,0,未就业,,未就业,0
1960,待就业,未就业,0,未就业,,未就业,0
1961,待就业,未就业,0,未就业,,未就业,0
1962,待就业,未就业,0,未就业,,未就业,0
1963,待就业,未就业,0,未就业,,未就业,0
1964,待就业,未就业,0,未就业,,未就业,0
1965,待就业,未就业,0,未就业,,未就业,0
1966,待就业,未就业,0,未就业,,未就业,0
1967,待就业,未就业,0,未就业,,未就业,0
1968,待就业,未就业,0,未就业,,未就业,0
1969,待就业,未就业,0,未就业,,未就业,0
1970,待就业,未就业,0,未就业,,未就业,0
1971,待就业,未就业,0,未就业,,未就业,0
1972,待就业,未就业,0,未就业,,未就业,0
1973,待就业,未就业,0,未就业,,未就业,0
1974,待就业,未就业,0,未就业,,未就业,0
1975,待就业,未就业,0,未就业,,未就业,0
1976,待就业,未就业,0,未就业,,未就业,0
1977,待就业,未就业,0,未就业,,未就业,0
1978,待就业,未就业,0,未就业,,未就业,0
1979,待就业,未就业,0,未就业,,未就业,0
1980,待就业,未就业,0,未就业,,未就业,0
1981,待就业,未就业,0,未就业,,未就业,0
1982,待就业,未就业,0,未就业,,未就业,0
1983,待就业,未就业,0,未就业,,未就业,0
1984,待就业,未就业,0,未就业,,未就业,0
1985,待就业,未就业,0,未就业,,未就业,0
1986,待就业,未就业,0,未就业,,未就业,0
1987,待就业,未就业,0,未就业,,未就业,0
1988,待就业,未就业,0,未就业,,未就业,0
1989,待就业,未就业,0,未就业,,未就业,0
1990,待就业,未就业,0,未就业,,未就业,0
1991,待就业,未就业,0,未就业,,未就业,0
1992,待就业,未就业,0,未就业,,未就业,0
1993,待就业,未就业,0,未就业,,未就业,0
1994,待就业,未就业,0,未就业,,未就业,0
1995,待就业,未就业,0,未就业,,未就业,0
1996,待就业,未就业,0,未就业,,未就业,0
1997,待就业,未就业,0,未就业,,未就业,0
1998,待就业,未就业,0,未就业,,未就业,0
1999,待就业,未就业,0,未就业,,未就业,0
2000,待就业,未就业,0,未就业,,未就业,0
2001,待就业,未就业,0,未就业,,未就业,0
2002,待就业,未就业,0,未就业,,未就业,0
2003,待就业,未就业,0,未就业,,未就业,0
2004,待就业,未就业,0,未就业,,未就业,0
2005,待就业,未就业,0,未就业,,未就业,0
2006,待就业,未就业,0,未就业,,未就业,0
2007,待就业,未就业,0,未就业,,未就业,0
2008,待就业,未就业,0,未就业,,未就业,0
2009,待就业,未就业,0,未就业,,未就业,0
2010,待就业,未就业,0,未就业,,未就业,0
2011,待就业,未就业,0,未就业,,未就业,0
2012,待就业,未就业,0,未就业,,未就业,0
2013,待就业,未就业,0,未就业,,未就业,0
2014,待就业,未就业,0,未就业,,未就业,0
2015,待就业,未就业,0,未就业,,未就业,0
2016,待就业,未就业,0,未就业,,未就业,0
2017,待就业,未就业,0,未就业,,未就业,0
2018,待就业,未就业,0,未就业,,未就业,0
2019,待就业,未就业,0,未就业,,未就业,0
2020,待就业,未就业,0,未就业,,未就业,0
2021,待就业,未就业,0,未就业,,未就业,0
2022,待就业,未就业,0,未就业,,未就业,0
2023,待就业,未就业,0,未就业,,未就业,0
2024,待就业,未就业,0,未就业,,未就业,0
2025,待就业,未就业,0,未就业,,未就业,0
2026,待就业,未就业,0,未就业,,未就业,0
2027,待就业,未就业,0,未就业,,未就业,0
2028,待就业,未就业,0,未就业,,未就业,0
2029,待就业,未就业,0,未就业,,未就业,0
2030,待就业,未就业,0,未就业,,未就业,0
2031,待就业,未就业,0,未就业,,未就业,0
2032,待就业,未就业,0,未就业,,未就业,0
2033,待就业,未就业,0,未就业,,未就业,0
2034,待就业,未就业,0,未就业,,未就业,0
2035,待就业,未就业,0,未就业,,未就业,0
2036,待就业,未就业,0,未就业,,未就业,0
2037,待就业,未就业,0,未就业,,未就业,0
2038,待就业,未就业,0,未就业,,未就业,0
2039,待就业,未就业,0,未就业,,未就业,0
2040,待就业,未就业,0,未就业,,未就业,0
2041,待就业,未就业,0,未就业,,未就业,0
2042,待就业,未就业,0,未就业,,未就业,0
2043,待就业,未就业,0,未就业,,未就业,0
2044,待就业,未就业,0,未就业,,未就业,0
2045,待就业,未就业,0,未就业,,未就业,0
2046,待就业,未就业,0,未就业,,未就业,0
2047,待就业,未就业,0,未就业,,未就业,0
2048,待就业,未就业,0,未就业,,未就业,0
2049,待就业,未就业,0,未就业,,未就业,0
2050,待就业,未就业,0,未就业,,未就业,0
2051,待就业,未就业,0,未就业,,未就业,0
2052,待就业,未就业,0,未就业,,未就业,0
2053,待就业,未就业,0,未就业,,未就业,0
2054,待就业,未就业,0,未就业,,未就业,0
2055,待就业,未就业,0,未就业,,未就业,0
2056,待就业,未就业,0,未就业,,未就业,0
2057,待就业,未就业,0,未就业,,未就业,0
2058,待就业,未就业,0,未就业,,未就业,0
2059,待就业,未就业,0,未就业,,未就业,0
2060,待就业,未就业,0,未就业,,未就业,0
2061,待就业,未就业,0,未就业,,未就业,0
2062,待就业,未就业,0,未就业,,未就业,0
2063,待就业,未就业,0,未就业,,未就业,0
2064,待就业,未就业,0,未就业,,未就业,0
2065,待就业,未就业,0,未就业,,未就业,0
2066,待就业,未就业,0,未就业,,未就业,0
2067,待就业,未就业,0,未就业,,未就业,0
2068,待就业,未就业,0,未就业,,未就业,0
2069,待就业,未就业,0,未就业,,未就业,0
2070,待就业,未就业,0,未就业,,未就业,0
2071,待就业,未就业,0,未就业,,未就业,0
2072,待就业,未就业,0,未就业,,未就业,0
2073,待就业,未就业,0,未就业,,未就业,0
2074,待就业,未就业,0,未就业,,未就业,0
2075,待就业,未就业,0,未就业,,未就业,0
2076,待就业,未就业,0,未就业,,未就业,0
2077,待就业,未就业,0,未就业,,未就业,0
2078,待就业,未就业,0,未就业,,未就业,0
2079,待就业,未就业,0,未就业,,未就业,0
2080,待就业,未就业,0,未就业,,未就业,0
2081,待就业,未就业,0,未就业,,未就业,0
2082,待就业,未就业,0,未就业,,未就业,0
2083,待就业,未就业,0,未就业,,未就业,0
2084,待就业,未就业,0,未就业,,未就业,0
2085,待就业,未就业,0,未就业,,未就业,0
2086,待就业,未就业,0,未就业,,未就业,0
2087,待就业,未就业,0,未就业,,未就业,0
2088,待就业,未就业,0,未就业,,未就业,0
2089,待就业,未就业,0,未就业,,未就业,0
2090,待就业,未就业,0,未就业,,未就业,0
2091,待就业,未就业,0,未就业,,未就业,0
2092,待就业,未就业,0,未就业,,未就业,0
2093,待就业,未就业,0,未就业,,未就业,0
2094,待就业,未就业,0,未就业,,未就业,0
2095,待就业,未就业,0,未就业,,未就业,0
2096,待就业,未就业,0,未就业,,未就业,0
2097,待就业,未就业,0,未就业,,未就业,0
2098,待就业,未就业,0,未就业,,未就业,0
2099,待就业,未就业,0,未就业,,未就业,0
2100,待就业,未就业,0,未就业,,未就业,0
2101,待就业,未就业,0,未就业,,未就业,0
2102,待就业,未就业,0,未就业,,未就业,0
2103,待就业,未就业,0,未就业,,未就业,0
2104,待就业,未就业,0,未就业,,未就业,0
2105,待就业,未就业,0,未就业,,未就业,0
2106,待就业,未就业,0,未就业,,未就业,0
2107,待就业,未就业,0,未就业,,未就业,0
2108,待就业,未就业,0,未就业,,未就业,0
2109,待就业,未就业,0,未就业,,未就业,0
2110,待就业,未就业,0,未就业,,未就业,0
2111,待就业,未就业,0,未就业,,未就业,0
2112,待就业,未就业,0,未就业,,未就业,0
2113,待就业,未就业,0,未就业,,未就业,0
2114,待就业,未就业,0,未就业,,未就业,0
2115,待就业,未就业,0,未就业,,未就业,0
2116,待就业,未就业,0,未就业,,未就业,0
2117,待就业,未就业,0,未就业,,未就业,0
2118,待就业,未就业,0,未就业,,未就业,0
2119,待就业,未就业,0,未就业,,未就业,0
2120,待就业,未就业,0,未就业,,未就业,0
2121,待就业,未就业,0,未就业,,未就业,0
2122,待就业,未就业,0,未就业,,未就业,0
2123,待就业,未就业,0,未就业,,未就业,0
2124,待就业,未就业,0,未就业,,未就业,0
2125,待就业,未就业,0,未就业,,未就业,0
2126,待就业,未就业,0,未就业,,未就业,0
2127,待就业,未就业,0,未就业,,未就业,0
2128,待就业,未就业,0,未就业,,未就业,0
2129,待就业,未就业,0,未就业,,未就业,0
2130,待就业,未就业,0,未就业,,未就业,0
2131,待就业,未就业,0,未就业,,未就业,0
2132,待就业,未就业,0,未就业,,未就业,0
2133,待就业,未就业,0,未就业,,未就业,0
2134,待就业,未就业,0,未就业,,未就业,0
2135,待就业,未就业,0,未就业,,未就业,0
2136,待就业,未就业,0,未就业,,未就业,0
2137,待就业,未就业,0,未就业,,未就业,0
2138,待就业,未就业,0,未就业,,未就业,0
2139,待就业,未就业,0,未就业,,未就业,0
2140,待就业,未就业,0,未就业,,未就业,0
2141,待就业,未就业,0,未就业,,未就业,0
2142,待就业,未就业,0,未就业,,未就业,0
2143,待就业,未就业,0,未就业,,未就业,0
2144,待就业,未就业,0,未就业,,未就业,0
2145,待就业,未就业,0,未就业,,未就业,0
2146,待就业,未就业,0,未就业,,未就业,0
2147,待就业,未就业,0,未就业,,未就业,0
2148,待就业,未就业,0,未就业,,未就业,0
2149,待就业,未就业,0,未就业,,未就业,0
2150,待就业,未就业,0,未就业,,未就业,0
2151,待就业,未就业,0,未就业,,未就业,0
2152,待就业,未就业,0,未就业,,未就业,0
2153,待就业,未就业,0,未就业,,未就业,0
2154,待就业,未就业,0,未就业,,未就业,0
